date,symbol,open,high,low,close,volume,exchange,MA20,Upper,Lower,Signal,Holding,Returns,Cumulative Returns
2023-01-19 00:00:00+00:00,AAPL,134.08,136.25,133.77,135.27,58169700,XNAS,147.4565,159.25330172758703,135.65969827241298,1,1.0,-0.01885834481758175,0.945944055944056
2023-01-18 00:00:00+00:00,AAPL,136.82,138.61,135.03,135.21,69567000,XNAS,146.45049999999998,158.80822385999943,134.09277614000052,1,1.0,-0.0004435573297848494,0.9455244755244756
2023-01-17 00:00:00+00:00,AAPL,134.83,137.29,134.13,135.94,63502900,XNAS,145.5875,158.3435665959378,132.8314334040622,,1.0,0.005399008949042106,0.9506293706293706
2023-01-13 00:00:00+00:00,AAPL,132.03,134.92,131.66,134.76,57809719,XNAS,144.633,157.62784990294233,131.6381500970577,,1.0,-0.00868030013241139,0.9423776223776223
2023-01-12 00:00:00+00:00,AAPL,133.88,134.26,131.44,133.41,71326100,XNAS,143.753,157.27433292245996,130.23166707754,,1.0,-0.010017809439002656,0.9329370629370629
2023-01-11 00:00:00+00:00,AAPL,131.25,133.51,130.46,133.49,69359700,XNAS,142.88400000000001,156.69491220738152,129.0730877926185,,1.0,0.0005996551982609954,0.9334965034965035
2023-01-10 00:00:00+00:00,AAPL,130.26,131.26,128.12,130.73,63803400,XNAS,141.8245,155.94771560410373,127.70128439589625,,1.0,-0.020675706045396813,0.914195804195804
2023-01-09 00:00:00+00:00,AAPL,130.47,133.41,129.89,130.15,70675200,XNAS,140.59949999999998,154.30434655149406,126.89465344850589,,1.0,-0.004436625105178504,0.91013986013986
2023-01-06 00:00:00+00:00,AAPL,126.01,130.29,124.89,129.62,87686600,XNAS,139.494,152.9946139119671,125.99338608803292,,1.0,-0.004072224356511778,0.9064335664335663
2023-01-05 00:00:00+00:00,AAPL,127.13,127.77,124.76,125.02,80829600,XNAS,138.02,151.07523649728336,124.96476350271668,1,1.0,-0.03548835056318478,0.8742657342657341
2023-01-04 00:00:00+00:00,AAPL,126.89,128.66,125.08,126.36,88886500,XNAS,136.797,149.40173736338835,124.19226263661163,,1.0,0.0107182850743881,0.8836363636363634
2023-01-03 00:00:00+00:00,AAPL,130.28,130.9,124.17,125.07,111975500,XNAS,135.779,148.71472093081783,122.84327906918216,,1.0,-0.010208926875593605,0.8746153846153844
2022-12-30 00:00:00+00:00,AAPL,128.41,129.95,127.43,129.93,77034209,XNAS,135.06099999999998,147.61590007925184,122.50609992074811,,1.0,0.038858239385944016,0.9086013986013984
2022-12-29 00:00:00+00:00,AAPL,127.99,130.48,127.73,129.61,75624700,XNAS,134.3915,146.60500608957142,122.17799391042858,,1.0,-0.0024628646194103654,0.9063636363636363
2022-12-28 00:00:00+00:00,AAPL,129.67,131.03,125.87,126.04,85323900,XNAS,133.397,144.9094160800415,121.88458391995849,,1.0,-0.027544170974461935,0.8813986013986013
2022-12-27 00:00:00+00:00,AAPL,131.38,131.41,128.72,130.03,68927300,XNAS,132.7005,143.2146437597171,122.1863562402829,,1.0,0.03165661694700095,0.9093006993006991
2022-12-23 00:00:00+00:00,AAPL,130.92,132.415,129.64,131.86,63814893,XNAS,132.2005,141.8394428362242,122.5615571637758,,1.0,0.014073675305698696,0.9220979020979019
2022-12-22 00:00:00+00:00,AAPL,134.352,134.56,130.3,132.23,77852108,XNAS,131.6855,140.08245057744165,123.28854942255832,,1.0,0.002806006370392744,0.9246853146853143
2022-12-21 00:00:00+00:00,AAPL,132.98,136.81,132.75,135.45,85927993,XNAS,131.4025,138.83610444199167,123.96889555800836,,1.0,0.024351508734780314,0.9472027972027969
2022-12-20 00:00:00+00:00,AAPL,131.39,133.25,129.89,132.3,77432819,XNAS,131.124,137.96093030533424,124.28706969466573,,1.0,-0.02325581395348819,0.9251748251748251
2022-12-19 00:00:00+00:00,AAPL,135.11,135.2,131.32,132.37,79592614,XNAS,130.979,137.57689026886612,124.3811097311339,,1.0,0.0005291005291003792,0.9256643356643355
2022-12-16 00:00:00+00:00,AAPL,136.69,137.65,133.73,134.51,160080100,XNAS,130.94400000000002,137.4586431982111,124.42935680178893,,1.0,0.01616680516733382,0.9406293706293702
2022-12-15 00:00:00+00:00,AAPL,141.11,141.8,136.025,136.5,98931907,XNAS,130.972,137.57648817093332,124.3675118290667,,1.0,0.014794439075161758,0.9545454545454543
2022-12-14 00:00:00+00:00,AAPL,145.35,146.655,141.16,143.21,82291182,XNAS,131.3945,139.7604535619078,123.02854643809218,0,0.0,0.04915750915750916,1.0014685314685312
2022-12-13 00:00:00+00:00,AAPL,149.5,149.9692,144.24,145.47,93886161,XNAS,131.9975,142.35830281638434,121.63669718361565,0,0.0,0.0,1.0014685314685312
2022-12-12 00:00:00+00:00,AAPL,142.7,144.5,141.06,144.49,70462654,XNAS,132.54749999999999,144.24806558462015,120.84693441537982,0,0.0,-0.0,1.0014685314685312
2022-12-09 00:00:00+00:00,AAPL,142.34,145.57,140.9,142.16,76069500,XNAS,133.11899999999997,145.50512756272101,120.73287243727893,,0.0,-0.0,1.0014685314685312
2022-12-08 00:00:00+00:00,AAPL,142.36,143.52,141.1,142.65,62128338,XNAS,133.744,146.71545543106083,120.77254456893915,,0.0,0.0,1.0014685314685312
2022-12-07 00:00:00+00:00,AAPL,142.19,143.37,140.0,140.94,69721094,XNAS,134.31,147.498337271999,121.12166272800101,,0.0,-0.0,1.0014685314685312
2022-12-06 00:00:00+00:00,AAPL,147.075,147.3,141.92,142.91,64727186,XNAS,135.2045,148.17611898145321,122.23288101854676,,0.0,0.0,1.0014685314685312
2022-12-05 00:00:00+00:00,AAPL,147.77,150.9199,145.77,146.63,68826442,XNAS,136.21800000000002,149.4322931706542,123.00370682934584,,0.0,0.0,1.0014685314685312
2022-12-02 00:00:00+00:00,AAPL,145.96,148.0,145.65,147.81,65421400,XNAS,137.355,150.4494942628571,124.26050573714289,,0.0,0.0,1.0014685314685312
2022-12-01 00:00:00+00:00,AAPL,148.21,149.13,146.61,148.31,71250414,XNAS,138.274,151.72999554102176,124.81800445897825,,0.0,0.0,1.0014685314685312
2022-11-30 00:00:00+00:00,AAPL,141.395,148.72,140.55,148.03,111380898,XNAS,139.195,152.6743835170603,125.71561648293968,,0.0,-0.0,1.0014685314685312
2022-11-29 00:00:00+00:00,AAPL,144.29,144.81,140.355,141.17,83763797,XNAS,139.9515,152.01690223117313,127.88609776882689,,0.0,-0.0,1.0014685314685312
2022-11-28 00:00:00+00:00,AAPL,145.14,146.64,143.38,144.22,69346523,XNAS,140.661,151.9533494455316,129.36865055446842,,0.0,0.0,1.0014685314685312
2022-11-25 00:00:00+00:00,AAPL,148.31,148.88,147.12,148.11,35195900,XNAS,141.4735,152.44995348006347,130.49704651993653,,0.0,0.0,1.0014685314685312
2022-11-23 00:00:00+00:00,AAPL,149.45,151.83,149.34,151.07,58301395,XNAS,142.4155,153.2903875396483,131.54061246035172,,0.0,0.0,1.0014685314685312
2022-11-22 00:00:00+00:00,AAPL,148.13,150.42,146.925,150.18,51804132,XNAS,143.152,154.03534985195262,132.26865014804736,,0.0,-0.0,1.0014685314685312
2022-11-21 00:00:00+00:00,AAPL,150.16,150.37,147.715,148.01,58724070,XNAS,143.9375,153.7937728756867,134.0812271243133,,0.0,-0.0,1.0014685314685312
2022-11-18 00:00:00+00:00,AAPL,152.31,152.7,149.97,151.29,74794600,XNAS,144.8835,153.69354489205347,136.07345510794653,,0.0,0.0,1.0014685314685312
2022-11-17 00:00:00+00:00,AAPL,146.43,151.48,146.15,150.72,80389400,XNAS,145.69400000000002,153.45803863978003,137.92996136022,,0.0,-0.0,1.0014685314685312
2022-11-16 00:00:00+00:00,AAPL,149.13,149.87,147.29,148.79,64218273,XNAS,146.3085,152.9252190510099,139.69178094899013,,0.0,-0.0,1.0014685314685312
2022-11-15 00:00:00+00:00,AAPL,152.215,153.59,148.5613,150.04,89868328,XNAS,146.65,153.29674055458742,140.0032594454126,,0.0,0.0,1.0014685314685312
2022-11-14 00:00:00+00:00,AAPL,148.97,150.28,147.43,148.28,73374114,XNAS,146.7905,153.45031223459017,140.13068776540985,,0.0,-0.0,1.0014685314685312
2022-11-11 00:00:00+00:00,AAPL,145.82,150.01,144.37,149.7,93903800,XNAS,147.051,153.73801996407943,140.36398003592055,,0.0,0.0,1.0014685314685312
2022-11-10 00:00:00+00:00,AAPL,141.24,146.87,139.5,146.87,118854028,XNAS,147.2865,153.58860845669898,140.984391543301,,0.0,-0.0,1.0014685314685312
2022-11-09 00:00:00+00:00,AAPL,138.5,138.55,134.5933,134.87,74917794,XNAS,146.89749999999998,154.99970679815053,138.79529320184943,1,1.0,-0.0,1.0014685314685312
2022-11-08 00:00:00+00:00,AAPL,140.41,141.43,137.49,139.5,89908477,XNAS,146.8255,155.16044205138806,138.49055794861195,,1.0,0.0343293541929266,1.0358482993983844
2022-11-07 00:00:00+00:00,AAPL,137.11,139.145,135.671,138.92,83374628,XNAS,146.626,155.4998501226918,137.7521498773082,,1.0,-0.0041577060931901055,1.0315415466123552
2022-11-04 00:00:00+00:00,AAPL,142.09,142.67,134.38,138.38,140716700,XNAS,146.2135,155.78762612200183,136.6393738779982,,1.0,-0.00388712928304058,1.0275318112598453
2022-11-03 00:00:00+00:00,AAPL,142.06,142.8,138.75,138.88,97572100,XNAS,145.767,155.822482285798,135.711517714202,,1.0,0.003613238907356653,1.031244529178836
2022-11-02 00:00:00+00:00,AAPL,148.95,152.17,145.0,145.03,93436100,XNAS,145.603,155.5940161645349,135.6119838354651,,1.0,0.04428283410138256,1.0769109595824207
2022-11-01 00:00:00+00:00,AAPL,155.08,155.45,149.13,150.65,80321400,XNAS,145.73399999999998,155.91575505499898,135.55224494500098,,1.0,0.03875060332345037,1.1186419089918753
2022-10-31 00:00:00+00:00,AAPL,153.16,154.24,151.92,153.34,97848900,XNAS,146.3425,156.81108514795562,135.87391485204438,,1.0,0.017855957517424415,1.138616331396045
2022-10-28 00:00:00+00:00,AAPL,148.2,157.5,147.82,155.74,164659100,XNAS,146.9185,158.09999234225901,135.73700765774097,,1.0,0.01565149341332983,1.1564373774071999
2022-10-27 00:00:00+00:00,AAPL,148.07,149.05,144.13,144.8,108284100,XNAS,146.753,157.95701196000775,135.54898803999222,,1.0,-0.07024528059586488,1.075203109339685
2022-10-26 00:00:00+00:00,AAPL,150.96,151.99,148.04,149.35,88194300,XNAS,146.66699999999997,157.7630301008963,135.57096989910366,,1.0,0.03142265193370153,1.1089888424024996
2022-10-25 00:00:00+00:00,AAPL,150.09,152.49,149.36,152.34,74373600,XNAS,146.775,158.04636105357278,135.50363894642723,,1.0,0.020020087043856716,1.1311908955580636
2022-10-24 00:00:00+00:00,AAPL,147.19,150.23,146.0,149.45,75904300,XNAS,146.847,158.1672881588764,135.5267118411236,,1.0,-0.01897072338190897,1.1097313859862976
2022-10-21 00:00:00+00:00,AAPL,142.87,147.85,142.65,147.27,86464700,XNAS,146.646,157.78489832972707,135.5071016702729,,1.0,-0.01458681833389075,1.0935439358594987
2022-10-20 00:00:00+00:00,AAPL,143.02,145.89,142.65,143.39,64406600,XNAS,146.2795,157.34017714925255,135.21882285074747,,1.0,-0.026346166904325563,1.0647332448081313
2022-10-19 00:00:00+00:00,AAPL,141.69,144.95,141.5,143.86,61655900,XNAS,146.033,157.07862374879738,134.9873762512026,,1.0,0.0032777739033407194,1.0682231996519826
2022-10-18 00:00:00+00:00,AAPL,145.49,146.7,140.61,143.75,98961900,XNAS,145.7185,156.64742359750025,134.78957640249976,,1.0,-0.0007646322813847917,1.0674064017098046
2022-10-17 00:00:00+00:00,AAPL,141.07,142.9,140.27,142.41,85073900,XNAS,145.425,156.37825431093415,134.47174568906587,,1.0,-0.00932173913043477,1.0574563176869098
2022-10-14 00:00:00+00:00,AAPL,144.31,144.52,138.19,138.38,88512300,XNAS,144.85899999999998,156.0377135216892,133.68028647831076,,1.0,-0.028298574538304866,1.0275318112598455
2022-10-13 00:00:00+00:00,AAPL,134.99,143.59,134.37,142.99,113120700,XNAS,144.66500000000002,155.83204526721363,133.4979547327864,,1.0,0.03331406272582749,1.061763070472939
2022-10-12 00:00:00+00:00,AAPL,139.13,140.36,138.16,138.34,70374100,XNAS,144.8385,155.48721874922038,134.18978125077965,,1.0,-0.03251975662633755,1.0272347938263262
2022-10-11 00:00:00+00:00,AAPL,139.9,141.35,138.22,138.98,76969200,XNAS,144.8125,155.5156301496337,134.1093698503663,,1.0,0.004626283070695347,1.0319870727626341
2022-10-10 00:00:00+00:00,AAPL,140.42,141.89,138.57,140.42,74827900,XNAS,144.8875,155.44444060796013,134.33055939203985,,1.0,0.010361203050798684,1.0426797003693271
2022-10-07 00:00:00+00:00,AAPL,142.54,143.1,139.45,140.09,85859100,XNAS,144.973,155.34379765495393,134.6022023450461,,1.0,-0.00235009257940455,1.0402293065427934
2022-10-06 00:00:00+00:00,AAPL,145.81,147.54,145.22,145.43,68285900,XNAS,145.3005,155.28755457079302,135.31344542920698,,1.0,0.03811835248768647,1.0798811339176133
2022-10-05 00:00:00+00:00,AAPL,144.07,147.38,143.01,146.4,79326600,XNAS,145.369,155.36648148285343,135.37151851714657,,1.0,0.006669875541497561,1.0870838066804551
2022-10-04 00:00:00+00:00,AAPL,145.03,146.22,144.26,146.1,87697800,XNAS,145.1415,154.85086099854144,135.43213900145858,,1.0,-0.002049180327868938,1.0848561759290607
2022-10-03 00:00:00+00:00,AAPL,138.21,143.07,137.69,142.45,114169700,XNAS,144.597,153.60208323115327,135.59191676884674,,1.0,-0.024982888432580452,1.0577533351204291
2022-09-30 00:00:00+00:00,AAPL,141.28,143.1,138.0,138.2,124705400,XNAS,143.72,151.55364793694469,135.8863520630553,,1.0,-0.029835029835029836,1.0261952328090087
2022-09-29 00:00:00+00:00,AAPL,146.1,146.72,140.68,142.48,127977800,XNAS,143.60399999999998,151.4389509251812,135.76904907481878,,1.0,0.030969609261939146,1.0579760981955684
2022-09-28 00:00:00+00:00,AAPL,147.64,150.64,144.84,149.84,146514500,XNAS,143.6285,151.53787993776996,135.71912006223005,,1.0,0.05165637282425606,1.1126273059631104
2022-09-27 00:00:00+00:00,AAPL,152.74,154.72,149.95,151.76,84319100,XNAS,143.59949999999998,151.384173339325,135.81482666067495,0,0.0,0.012813667912439763,1.1268841427720342
2022-09-26 00:00:00+00:00,AAPL,149.66,153.77,149.64,150.77,93235300,XNAS,143.6655,151.66682857718004,135.66417142281998,,0.0,-0.0,1.1268841427720342
2022-09-23 00:00:00+00:00,AAPL,151.19,151.47,148.56,150.43,95939200,XNAS,143.82350000000002,152.21841578278173,135.42858421721832,,0.0,-0.0,1.1268841427720342
2022-09-22 00:00:00+00:00,AAPL,152.38,154.47,150.91,152.74,86580200,XNAS,144.291,153.5356522920009,135.0463477079991,0,0.0,0.0,1.1268841427720342
2022-09-21 00:00:00+00:00,AAPL,157.34,158.74,153.6,153.72,101407100,XNAS,144.78400000000002,154.89515502798756,134.67284497201248,0,0.0,0.0,1.1268841427720342
2022-09-20 00:00:00+00:00,AAPL,153.4,158.08,153.08,156.9,107547900,XNAS,145.4415,156.8279784283815,134.05502157161848,0,0.0,0.0,1.1268841427720342
2022-09-19 00:00:00+00:00,AAPL,149.31,154.56,149.1,154.48,81328800,XNAS,146.045,157.9905405905299,134.0994594094701,,0.0,-0.0,1.1268841427720342
2022-09-16 00:00:00+00:00,AAPL,151.21,151.35,148.37,150.7,162157000,XNAS,146.661,158.2265296463239,135.0954703536761,,0.0,-0.0,1.1268841427720342
2022-09-15 00:00:00+00:00,AAPL,154.65,155.24,151.38,152.37,90263300,XNAS,147.13,158.8220879230357,135.4379120769643,,0.0,0.0,1.1268841427720342
2022-09-14 00:00:00+00:00,AAPL,154.79,157.1,153.61,155.31,87850600,XNAS,147.9785,159.45694810939165,136.50005189060835,,0.0,0.0,1.1268841427720342
2022-09-13 00:00:00+00:00,AAPL,159.9,160.54,153.37,153.84,122493100,XNAS,148.72150000000002,159.68614367866084,137.7568563213392,,0.0,-0.0,1.1268841427720342
2022-09-12 00:00:00+00:00,AAPL,159.59,164.26,159.3,163.43,104806600,XNAS,149.872,161.88923029653657,137.85476970346346,0,0.0,0.0,1.1268841427720342
2022-09-09 00:00:00+00:00,AAPL,155.47,157.82,154.75,157.37,68028800,XNAS,150.736,162.29170577680114,139.18029422319884,,0.0,-0.0,1.1268841427720342
2022-09-08 00:00:00+00:00,AAPL,154.64,156.36,152.68,154.46,84809500,XNAS,151.1875,162.58319370420227,139.79180629579773,,0.0,-0.0,1.1268841427720342
2022-09-07 00:00:00+00:00,AAPL,154.82,156.67,153.61,155.96,87342200,XNAS,151.6655,163.0197599494637,140.31124005053633,,0.0,0.0,1.1268841427720342
2022-09-06 00:00:00+00:00,AAPL,156.47,157.09,153.69,154.53,73714844,XNAS,152.08700000000002,163.2070127697766,140.96698723022342,,0.0,-0.0,1.1268841427720342
2022-09-02 00:00:00+00:00,AAPL,159.75,160.36,154.97,155.81,76905200,XNAS,152.755,163.05391159297884,142.45608840702116,,0.0,0.0,1.1268841427720342
2022-09-01 00:00:00+00:00,AAPL,156.64,158.42,154.67,157.96,74117400,XNAS,153.743,161.81838259155523,145.66761740844476,,0.0,0.0,1.1268841427720342
2022-08-31 00:00:00+00:00,AAPL,160.31,160.58,157.14,157.22,87700100,XNAS,154.48,160.81135056682163,148.14864943317835,,0.0,-0.0,1.1268841427720342
2022-08-30 00:00:00+00:00,AAPL,162.13,162.56,157.72,158.91,77398800,XNAS,154.9335,161.16907623640287,148.69792376359715,,0.0,0.0,1.1268841427720342
2022-08-29 00:00:00+00:00,AAPL,161.15,162.9,159.82,161.38,73227700,XNAS,155.4145,162.0668844597251,148.76211554027492,0,0.0,0.0,1.1268841427720342
2022-08-26 00:00:00+00:00,AAPL,170.57,171.05,163.56,163.62,78823500,XNAS,156.05700000000002,163.2510783982378,148.86292160176222,0,0.0,0.0,1.1268841427720342
2022-08-25 00:00:00+00:00,AAPL,168.78,170.14,168.35,170.03,51156300,XNAS,157.03699999999998,166.0163921843291,148.05760781567085,0,0.0,0.0,1.1268841427720342
2022-08-24 00:00:00+00:00,AAPL,167.32,168.11,166.25,167.53,53766800,XNAS,157.7765,167.6136647846313,147.9393352153687,0,0.0,-0.0,1.1268841427720342
2022-08-23 00:00:00+00:00,AAPL,167.08,168.71,166.65,167.23,54091400,XNAS,158.452,168.9175293224944,147.9864706775056,,0.0,-0.0,1.1268841427720342
2022-08-22 00:00:00+00:00,AAPL,169.69,169.86,167.14,167.57,68952600,XNAS,158.9855,170.1450098010616,147.8259901989384,,0.0,0.0,1.1268841427720342
2022-08-19 00:00:00+00:00,AAPL,173.03,173.74,171.31,171.52,70211500,XNAS,159.8375,172.04380472337922,147.6311952766208,0,0.0,0.0,1.1268841427720342
2022-08-18 00:00:00+00:00,AAPL,173.75,174.9,173.12,174.15,62214200,XNAS,161.01,173.96243606430812,148.05756393569186,0,0.0,0.0,1.1268841427720342
2022-08-17 00:00:00+00:00,AAPL,172.77,176.15,172.57,174.55,79302100,XNAS,162.119,175.70511335150672,148.53288664849327,0,0.0,0.0,1.1268841427720342
2022-08-16 00:00:00+00:00,AAPL,172.78,173.71,171.66,173.03,56180100,XNAS,163.005,177.00428498174065,149.00571501825934,,0.0,-0.0,1.1268841427720342
2022-08-15 00:00:00+00:00,AAPL,171.52,173.39,171.35,173.19,54023100,XNAS,163.9725,177.97903972257205,149.96596027742794,,0.0,0.0,1.1268841427720342
2022-08-12 00:00:00+00:00,AAPL,169.82,172.17,169.4,172.1,67946400,XNAS,164.406,178.84843248209904,149.96356751790097,,0.0,-0.0,1.1268841427720342
2022-08-11 00:00:00+00:00,AAPL,170.06,170.99,168.19,168.49,57087300,XNAS,164.96200000000002,179.13175878411448,150.79224121588555,,0.0,-0.0,1.1268841427720342
2022-08-10 00:00:00+00:00,AAPL,167.68,169.34,166.9,169.24,70076000,XNAS,165.70100000000002,179.12483834825156,152.2771616517485,,0.0,0.0,1.1268841427720342
2022-08-09 00:00:00+00:00,AAPL,164.02,165.82,163.25,164.92,63086000,XNAS,166.149,178.81948523143404,153.47851476856596,,0.0,-0.0,1.1268841427720342
2022-08-08 00:00:00+00:00,AAPL,166.37,167.81,164.2,164.87,60276900,XNAS,166.666,178.18984380317556,155.14215619682443,,0.0,-0.0,1.1268841427720342
2022-08-05 00:00:00+00:00,AAPL,163.21,165.85,163.0,165.35,56646600,XNAS,167.143,177.56723541560666,156.71876458439334,,0.0,0.0,1.1268841427720342
2022-08-04 00:00:00+00:00,AAPL,166.01,167.19,164.43,165.81,55409400,XNAS,167.5355,177.103067036608,157.96793296339203,,0.0,0.0,1.1268841427720342
2022-08-03 00:00:00+00:00,AAPL,160.84,166.59,160.75,166.13,82436600,XNAS,167.98100000000002,176.33908805887972,159.62291194112032,,0.0,0.0,1.1268841427720342
2022-08-02 00:00:00+00:00,AAPL,160.1,162.41,159.63,160.01,59824800,XNAS,168.036,176.1659628535429,159.9060371464571,,0.0,-0.0,1.1268841427720342
2022-08-01 00:00:00+00:00,AAPL,161.01,163.59,160.89,161.51,67774800,XNAS,168.04250000000002,176.15134671207858,159.93365328792146,,0.0,0.0,1.1268841427720342
2022-07-29 00:00:00+00:00,AAPL,161.24,163.63,159.5,162.51,101689200,XNAS,167.987,176.23024474948957,159.74375525051042,,0.0,0.0,1.1268841427720342
2022-07-28 00:00:00+00:00,AAPL,156.98,157.64,154.41,157.35,80659400,XNAS,167.353,176.74116510293615,157.96483489706387,1,1.0,-0.0,1.1268841427720342
2022-07-27 00:00:00+00:00,AAPL,152.58,157.33,152.16,156.79,78461200,XNAS,166.81599999999997,177.27034340358054,156.3616565964194,1,1.0,-0.003558945027009819,1.1228736240560995
2022-07-26 00:00:00+00:00,AAPL,152.26,153.09,150.8,151.6,54822900,XNAS,166.0345,178.4087223594046,153.6602776405954,1,1.0,-0.033101600867402214,1.085704709528061
2022-07-25 00:00:00+00:00,AAPL,154.01,155.04,152.28,152.95,53515000,XNAS,165.3035,178.89589533709898,151.71110466290105,1,1.0,0.008905013192612055,1.0953729242896895
2022-07-22 00:00:00+00:00,AAPL,155.39,156.28,153.41,154.09,66625400,XNAS,164.43200000000002,178.54350962866803,150.320490371332,,1.0,0.00745341614906847,1.1035371945328425
2022-07-21 00:00:00+00:00,AAPL,154.5,155.57,151.94,155.35,64953600,XNAS,163.49200000000002,177.39196201433626,149.59203798566378,,1.0,0.008177039392562646,1.1125608616436957
2022-07-20 00:00:00+00:00,AAPL,151.12,153.72,150.37,153.04,64759500,XNAS,162.41649999999998,176.05376992473165,148.77923007526832,,1.0,-0.014869649179272582,1.0960174719404647
2022-07-19 00:00:00+00:00,AAPL,147.92,151.23,146.91,151.0,82982367,XNAS,161.315,174.90396390458048,147.72603609541952,,1.0,-0.01332984840564555,1.0814077251895595
2022-07-18 00:00:00+00:00,AAPL,150.74,151.57,146.7,147.07,81264900,XNAS,160.00900000000001,173.80096418208777,146.21703581791226,1,1.0,-0.02602649006622526,1.0532624777723743
2022-07-15 00:00:00+00:00,AAPL,149.78,150.86,148.2,150.17,76030800,XNAS,158.91249999999997,172.16133976052208,145.66366023947785,,1.0,0.021078398041748825,1.075463563521299
2022-07-14 00:00:00+00:00,AAPL,144.08,148.95,143.25,148.47,77996900,XNAS,157.9115,171.13977316772647,144.6832268322735,,1.0,-0.011320503429446571,1.0632887745622113
2022-07-13 00:00:00+00:00,AAPL,142.99,146.45,142.1201,145.49,69119712,XNAS,156.724,169.93529577293583,143.51270422706415,,1.0,-0.02007139489459142,1.041947085680987
2022-07-12 00:00:00+00:00,AAPL,145.76,148.45,145.05,145.86,77523400,XNAS,155.77100000000002,169.22744514721452,142.3145548527855,,1.0,0.00254313011203533,1.0445968926897298
2022-07-11 00:00:00+00:00,AAPL,145.67,146.64,143.78,144.87,63305113,XNAS,154.771,168.34612121492816,141.1958787850718,,1.0,-0.006787330316742168,1.037506868531202
2022-07-08 00:00:00+00:00,AAPL,145.26,147.55,145.0,147.04,64493200,XNAS,153.85549999999998,166.913140636807,140.79785936319297,,1.0,0.014978946641816648,1.0530476285554493
